"table_catalog","table_schema","table_name","column_name","ordinal_position","column_default","is_nullable","data_type","character_maximum_length","character_octet_length","numeric_precision","numeric_precision_radix","numeric_scale","datetime_precision","interval_type","interval_precision","character_set_catalog","character_set_schema","character_set_name","collation_catalog","collation_schema","collation_name","domain_catalog","domain_schema","domain_name","udt_catalog","udt_schema","udt_name","scope_catalog","scope_schema","scope_name","maximum_cardinality","dtd_identifier","is_self_referencing","is_identity","identity_generation","identity_start","identity_increment","identity_maximum","identity_minimum","identity_cycle","is_generated","generation_expression","is_updatable"
"vitalsigns","public","agric_cropbyprod","survey_uuid","3","","NO","character varying","255","1020","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","varchar","","","","","3","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_cropbyprod","crop_name","5","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","5","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_cropbyprod","ag09_03","7","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","7","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_cropbyprod","ag09_03_other","8","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","8","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_cropbyprod","ag09_03_by","9","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","9","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_cropbyprod","ag09_03_by_other","10","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","10","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_cropbyprod","ag09_03_product_name","11","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","11","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_cropbyprod","ag09_04_1","12","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","12","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_cropbyprod","ag09_04_2","13","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","13","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_cropbyprod","ag09_07","14","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","14","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_cropbyprod","ag09_07_2","15","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","15","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_cropbyprod","ag09_05","16","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","16","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_cropbyprod","ag09_06_1","17","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","17","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_cropbyprod","ag09_06_2","18","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","18","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_cropbyprod","ag09_08","19","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","19","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_cropbyprod","ag09_8a","20","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","20","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_cropbyprod","ag09_8b_1","21","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","21","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_cropbyprod","ag09_8b_2","22","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","22","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_cropbyprod","ag09_10","23","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","23","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_cropbyprod","ag09_11","24","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","24","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_cropbyprod","is_processed","25","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","25","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_cropbyprod","is_byproduct","26","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","26","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rra_tree","uuid","1","","NO","character varying","255","1020","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","varchar","","","","","1","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rra_tree","parent_uuid","2","","NO","character varying","255","1020","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","varchar","","","","","2","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rra_tree","survey_uuid","3","","NO","character varying","255","1020","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","varchar","","","","","3","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rra_tree","tax","4","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","4","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rra_tree","rra_plant_type","5","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","5","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rra_tree","rra_code","6","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","6","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","rra_tree","rra_unknown_image","10","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","10","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplotsoilslab_depth","uuid","1","","NO","character varying","255","1020","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","varchar","","","","","1","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplotsoilslab_depth","parent_uuid","2","","NO","character varying","255","1020","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","varchar","","","","","2","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplotsoilslab_depth","survey_uuid","3","","NO","character varying","255","1020","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","varchar","","","","","3","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplotsoilslab_depth","depth_class","4","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","4","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplotsoilslab_depth","lab_restriction_depth","5","","YES","smallint","","","16","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int2","","","","","5","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplotsoilslab_depth","lab_moisture_tin_id","6","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","6","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplotsoilslab_depth","lab_tin_dry_weight","7","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","7","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplotsoilslab_depth","lab_sample_bag_label","8","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","8","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplotsoilslab_depth","lab_total_dry_weight","9","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","9","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplotsoilslab_depth","lab_fine_dry_weight","10","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","10","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplotsoilslab_depth","lab_coarse_dry_weight","11","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","11","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplotsoilslab_depth","barcode_id","12","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","12","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","yieldslab","uuid","1","","NO","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","1","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","yieldslab","survey_uuid","2","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","2","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","yieldslab","country","3","","YES","character varying","3","12","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","varchar","","","","","3","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","yieldslab","region","4","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","4","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","yieldslab","district","5","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","5","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","yieldslab","ward","6","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","6","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","yieldslab","landscape_no","7","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","7","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","yieldslab","hh_refno","10","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","10","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","yieldslab","round","11","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","11","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","yieldslab","yieldlab_data_collection_date","12","","YES","date","","","","","","0","","","","","","","","","","","","vitalsigns","pg_catalog","date","","","","","12","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","yieldslab","yieldlab_enumerator_first_name","13","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","13","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","yieldslab","yieldlab_enumerator_last_name","14","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","14","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","yieldslab","yieldlab_number_of_fields","15","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","15","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","geometry_columns","f_table_catalog","1","","YES","character varying","256","1024","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","varchar","","","","","1","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","geometry_columns","f_table_schema","2","","YES","character varying","256","1024","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","varchar","","","","","2","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","geometry_columns","f_table_name","3","","YES","character varying","256","1024","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","varchar","","","","","3","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","geometry_columns","f_geometry_column","4","","YES","character varying","256","1024","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","varchar","","","","","4","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","geometry_columns","coord_dimension","5","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","5","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","geometry_columns","srid","6","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","6","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","geometry_columns","type","7","","YES","character varying","30","120","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","varchar","","","","","7","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","raster_columns","r_table_catalog","1","","YES","name","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","name","","","","","1","NO","NO","","","","","","","NEVER","","NO"
"vitalsigns","public","raster_columns","r_table_schema","2","","YES","name","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","name","","","","","2","NO","NO","","","","","","","NEVER","","NO"
"vitalsigns","public","raster_columns","r_table_name","3","","YES","name","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","name","","","","","3","NO","NO","","","","","","","NEVER","","NO"
"vitalsigns","public","raster_columns","r_raster_column","4","","YES","name","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","name","","","","","4","NO","NO","","","","","","","NEVER","","NO"
"vitalsigns","public","raster_columns","srid","5","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","5","NO","NO","","","","","","","NEVER","","NO"
"vitalsigns","public","raster_columns","scale_x","6","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","6","NO","NO","","","","","","","NEVER","","NO"
"vitalsigns","public","raster_columns","scale_y","7","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","7","NO","NO","","","","","","","NEVER","","NO"
"vitalsigns","public","raster_columns","blocksize_x","8","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","8","NO","NO","","","","","","","NEVER","","NO"
"vitalsigns","public","raster_columns","blocksize_y","9","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","9","NO","NO","","","","","","","NEVER","","NO"
"vitalsigns","public","raster_columns","same_alignment","10","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","10","NO","NO","","","","","","","NEVER","","NO"
"vitalsigns","public","raster_columns","regular_blocking","11","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","11","NO","NO","","","","","","","NEVER","","NO"
"vitalsigns","public","raster_columns","num_bands","12","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","12","NO","NO","","","","","","","NEVER","","NO"
"vitalsigns","public","raster_columns","pixel_types","13","","YES","ARRAY","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","_text","","","","","13","NO","NO","","","","","","","NEVER","","NO"
"vitalsigns","public","raster_columns","nodata_values","14","","YES","ARRAY","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","_float8","","","","","14","NO","NO","","","","","","","NEVER","","NO"
"vitalsigns","public","raster_columns","out_db","15","","YES","ARRAY","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","_bool","","","","","15","NO","NO","","","","","","","NEVER","","NO"
"vitalsigns","public","raster_columns","extent","16","","YES","USER-DEFINED","","","","","","","","","","","","","","","","","","vitalsigns","public","geometry","","","","","16","NO","NO","","","","","","","NEVER","","NO"
"vitalsigns","public","raster_overviews","o_table_catalog","1","","YES","name","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","name","","","","","1","NO","NO","","","","","","","NEVER","","NO"
"vitalsigns","public","raster_overviews","o_table_schema","2","","YES","name","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","name","","","","","2","NO","NO","","","","","","","NEVER","","NO"
"vitalsigns","public","raster_overviews","o_table_name","3","","YES","name","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","name","","","","","3","NO","NO","","","","","","","NEVER","","NO"
"vitalsigns","public","raster_overviews","o_raster_column","4","","YES","name","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","name","","","","","4","NO","NO","","","","","","","NEVER","","NO"
"vitalsigns","public","raster_overviews","r_table_catalog","5","","YES","name","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","name","","","","","5","NO","NO","","","","","","","NEVER","","NO"
"vitalsigns","public","raster_overviews","r_table_schema","6","","YES","name","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","name","","","","","6","NO","NO","","","","","","","NEVER","","NO"
"vitalsigns","public","raster_overviews","r_table_name","7","","YES","name","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","name","","","","","7","NO","NO","","","","","","","NEVER","","NO"
"vitalsigns","public","raster_overviews","r_raster_column","8","","YES","name","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","name","","","","","8","NO","NO","","","","","","","NEVER","","NO"
"vitalsigns","public","raster_overviews","overview_factor","9","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","9","NO","NO","","","","","","","NEVER","","NO"
"vitalsigns","public","geography_columns","f_table_catalog","1","","YES","name","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","name","","","","","1","NO","NO","","","","","","","NEVER","","NO"
"vitalsigns","public","geography_columns","f_table_schema","2","","YES","name","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","name","","","","","2","NO","NO","","","","","","","NEVER","","NO"
"vitalsigns","public","geography_columns","f_table_name","3","","YES","name","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","name","","","","","3","NO","NO","","","","","","","NEVER","","NO"
"vitalsigns","public","geography_columns","f_geography_column","4","","YES","name","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","name","","","","","4","NO","NO","","","","","","","NEVER","","NO"
"vitalsigns","public","geography_columns","coord_dimension","5","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","5","NO","NO","","","","","","","NEVER","","NO"
"vitalsigns","public","geography_columns","srid","6","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","6","NO","NO","","","","","","","NEVER","","NO"
"vitalsigns","public","geography_columns","type","7","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","7","NO","NO","","","","","","","NEVER","","NO"
"vitalsigns","public","agric_field_season","uuid","1","","NO","character varying","255","1020","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","varchar","","","","","1","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_season","parent_uuid","2","","NO","character varying","255","1020","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","varchar","","","","","2","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_season","survey_uuid","3","","NO","character varying","255","1020","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","varchar","","","","","3","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_season","field_no","4","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","4","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_season","season","5","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","5","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_season","ag3a_03","9","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","9","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_season","ag3a_03_other","10","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","10","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_season","ag3a_04","11","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","11","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_season","ag3a_07_1","12","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","12","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_season","ag3a_10","13","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","13","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_season","ag3a_14","14","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","14","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_season","ag3a_15_1","15","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","15","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_season","ag3a_15_2","16","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","16","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_season","ag3a_17","17","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","17","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_season","ag3a_18","18","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","18","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_season","ag3a_18_other","19","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","19","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_season","ag3a_20","20","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","20","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_season","ag3a_20_other","21","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","21","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_season","ag31_13","22","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","22","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_season","ag3a_23","23","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","23","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_season","ag3a_24","24","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","24","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_season","ag3a_24_other","25","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","25","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_season","ag3a_28","26","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","26","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_season","ag3a_34","27","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","27","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_season","ag3a_33_17","28","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","28","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_season","ag3a_39","29","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","29","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_season","ag3a_39a","30","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","30","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_season","ag3a_39a_other","31","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","31","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_season","ag3a_39b","32","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","32","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_season","ag3a_39b_other","33","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","33","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_season","ag3a_40","34","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","34","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_season","ag3a_41","35","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","35","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_season","ag3a_42","36","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","36","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_season","ag3a_43","37","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","37","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_season","ag3a_45","38","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","38","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_season","ag3a_46","39","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","39","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_season","ag3a_46_other","40","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","40","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_season","ag3a_47","41","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","41","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_season","ag3a_48","42","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","42","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_season","ag3a_49","43","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","43","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_season","ag3a_52","44","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","44","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_season","ag3a_53","45","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","45","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_season","ag3a_53_other","46","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","46","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_season","ag3a_54","47","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","47","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_season","ag3a_55","48","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","48","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_season","ag3a_56","49","","YES","double precision","","","53","2","","","","","","","","","","","","","","vitalsigns","pg_catalog","float8","","","","","49","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","agric_field_season","ag3a_58","50","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","50","NO","NO","","","","","","","NEVER","","YES"
